organization_id,supervising_agency_id,agency_id,bureau_office,division,department,section,team,unit
1,1,1,内閣人事局,,,,,
2,14,14,戦略・組織,政府ＤＸ担当,,,,
3,14,14,国民向けサービス,,,マイナンバーカード広報班,,
4,14,14,省庁業務サービス,政府共通プラットフォーム担当,,,,
5,14,14,省庁業務サービス,電子決裁システム担当,,,,
6,14,14,省庁業務サービス,ｅーＬＡＷＳ／共通情報検索システム担当,,,,
7,14,14,デジタル社会共通機能,,,トラスト担当　政府認証基盤（ＧＰＫＩ）班,,
8,14,14,国民向けサービス,,,ｅーＧｏｖ班,,
9,14,14,省庁業務サービス,政府共通ネットワーク担当,,,,
10,14,14,省庁業務サービス,旅費等内部管理業務共通システム担当,,,,
11,14,14,国民向けサービス,,,ＧビズＩＤ班,,
12,14,14,国民向けサービス,,,Ｊグランツ班,,
13,1,1,副長官補付,国土強靭化推進室,,,,
14,1,1,副長官補付,領土・主権対策企画調整室,,,,
15,1,1,副長官補付,健康・医療戦略室,,,,
16,1,1,副長官補付,水循環政策本部事務局,,,,
17,1,1,副長官補付,新しい地方経済・生活環境創生本部事務局,,,,
18,1,1,副長官補付,産業遺産の世界遺産登録推進室担当,,,,
19,1,1,副長官補付,ギャンブル等依存症対策推進本部事務局,,,,
20,1,1,内閣感染症危機管理統括庁,,,,,
21,1,1,副長官補付（事態）,,,,,
22,1,1,広報室,,,,,
23,1,1,室,室２,,,,
24,1,1,内閣サイバーセキュリティセンター,,,,,
25,8,8,警察庁,人身安全・少年課,生活安全局,,,
26,14,14,国民向けサービス,,,カード自治体利用推進班,,
27,14,14,デジタル社会共通機能,（旧）基準・標準担当,,,ベースレジストリ班,
28,1,1,副長官補付,特定複合観光施設区域整備推進室,,,,
29,1,1,副長官補付,地理空間情報活用推進室,,,,
30,1,1,副長官補付,国際博覧会推進本部事務局,,,,
31,1,1,副長官補付,孤独・孤立対策担当室,,,,
32,4,4,大臣官房,公文書管理課,,,,
33,4,4,大臣官房,政府広報室,,,,
34,4,4,大臣官房,アイヌ施策推進室,,,,
35,4,4,政策統括官（経済財政運営担当）,参事官（予算編成基本方針担当）,,,,
36,4,4,政策統括官（経済財政運営担当）,対日直接投資推進室,,,,
37,4,4,政策統括官（経済財政運営担当）,道州制特区担当室,,,,
38,4,4,政策統括官（経済社会システム担当）,民間資金等活用事業推進室,,,,
39,4,4,政策統括官（共生・共助担当）,政策統括官（共生・共助担当）　参事官（共助社会づくり推進担当）,,,,
40,4,4,政策統括官（共生・共助担当）,政策統括官（共生・共助担当）　休眠預金等活用担当室,,,,
41,4,4,政策統括官（経済財政分析担当）,参事官（総括担当）,,,,
42,4,4,政策統括官（経済財政分析担当）,参事官（地域担当）,,,,
43,4,4,政策統括官（経済財政分析担当）,参事官（海外担当）,,,,
44,4,4,政策統括官（経済財政分析担当）,地方創生推進室,,,,
45,4,4,地方創生推進事務局,,,,,
46,4,4,科学技術・イノベーション推進事務局,参事官（重要課題担当）,,,,
47,4,4,科学技術・イノベーション推進事務局,,,日本医療研究開発機構担当室,,
48,4,4,科学技術・イノベーション推進事務局,参事官（事業推進総括担当）,,,,
49,4,4,大臣官房,遺棄化学兵器処理担当室,,,,
50,4,4,政策統括官（防災担当）,参事官（普及啓発・連携担当）,,,,
51,4,4,政策統括官（防災担当）,参事官（地方・訓練担当）,,,,
52,4,4,政策統括官（防災担当）,参事官（被災者生活再建担当）,,,,
53,4,4,政策統括官（防災担当）,参事官（避難生活担当）,,,,
54,4,4,政策統括官（防災担当）,参事官（調査・企画担当）,,,,
55,4,4,政策統括官（防災担当）,参事官（災害緊急事態対処担当）,,,,
56,4,4,政策統括官（防災担当）,参事官（復旧・復興担当）,,,,
57,1,1,副長官補付,船舶活用医療推進本部設立準備室,,,,
58,4,4,政策統括官（防災担当）,参事官（防災計画担当）,,,,
59,4,4,政策統括官（原子力防災担当）,参事官（総括担当）,,,,
60,4,4,政策統括官（原子力防災担当）,参事官（企画・国際担当）,,,,
61,4,4,政策統括官（原子力防災担当）,参事官（総合調整・訓練担当）,,,,
62,4,4,政策統括官（沖縄政策担当）,参事官（企画担当）,,,,
63,4,4,沖縄振興局,総務課,,事業振興室,,
64,4,4,沖縄振興局,参事官（特定事業担当）,,,,
65,4,4,沖縄振興局,参事官（振興第一担当）,,,,
66,4,4,沖縄振興局,参事官（振興第三担当）,,,,
67,4,4,沖縄振興局,参事官（振興第二担当）,,,,
68,4,4,政策統括官（沖縄政策担当）,参事官（政策調整担当）,,,,
69,4,4,沖縄振興局,参事官（調査金融担当）,,,,
70,4,4,沖縄振興局,総務課,,沖縄科学技術大学院大学室,,
71,4,4,沖縄振興局,参事官（特定事業担当）,,,,特定事業第１担当主査
72,4,4,政策統括官（沖縄政策担当）,参事官（総括担当）,,,,
73,4,4,政策統括官（沖縄政策担当）,参事官（産業振興担当）,,,,
74,4,4,政策統括官（共生・共助担当）,参事官（高齢社会対策担当）,,,,
75,4,4,政策統括官（共生・共助担当）,参事官（総合調整担当）,,,,
76,4,4,政策統括官（共生・共助担当）,参事官（障害者施策担当）,,,,
77,4,4,政策統括官（共生・共助担当）,参事官（交通安全対策担当）,,,,
78,4,4,政策統括官（共生・共助担当）,参事官（青年国際交流担当）,,,,
79,4,4,男女共同参画局,総務課,,,,
80,4,4,男女共同参画局,推進課,,,,
81,4,4,食品安全委員会,評価第一課,事務局,,,
82,4,4,男女共同参画局,仕事と生活の調和推進室,,,,
83,4,4,食品安全委員会,情報・勧告広報課,事務局,,,交流係
84,4,4,大臣官房,会計課,,,,営繕係
85,4,4,公益認定等委員会,,事務局,,,
86,4,4,経済社会総合研究所,国民経済計算部,,企画調査課,,
87,4,4,経済社会総合研究所,経済研修所,,,,
88,4,4,迎賓館,運営課,,,,
89,4,4,迎賓館,京都事務所,,,,
90,4,4,宇宙開発戦略推進事務局,,,,,
91,4,4,北方対策本部,,,,,
92,4,4,総合海洋政策推進事務局,,,,,
93,4,4,国際平和協力本部,参事官,事務局,,,
94,4,4,日本学術会議,参事官（国際業務担当）,事務局,,,国際業務総括専門職
95,4,4,日本学術会議,企画課,事務局,,,
96,4,4,官民人材交流センター,総務課,,,,
97,4,4,科学技術・イノベーション推進事務局,参事官（未来革新研究推進担当）,,,,
98,4,4,大臣官房,拉致被害者等支援担当室,,,,
99,4,4,政策統括官（経済財政運営担当）,参事官（総括担当）,,,,
100,4,4,政策統括官（経済財政運営担当）,参事官（国際経済担当）,,,,
101,4,4,政策統括官（経済社会システム担当）,参事官（総括担当）,,,,
102,4,4,政策統括官（経済財政分析担当）,参事官（企画担当）,,,,
103,4,4,政策統括官（経済財政分析担当）,計量分析室,,,,
104,4,4,科学技術・イノベーション推進事務局,参事官（総括担当）,,,,
105,4,4,科学技術・イノベーション推進事務局,参事官（イノベーション推進担当）,,,,
106,4,4,科学技術・イノベーション推進事務局,参事官（統合戦略担当）,,,,
107,4,4,科学技術・イノベーション推進事務局,参事官（大学改革・ファンド担当）,,,,
108,4,4,健康・医療戦略推進事務局,,,,,
109,4,4,賞勲局,総務課,,,,
110,4,4,北方対策本部,参事官,,,,総務係
111,4,4,迎賓館,,,,,
112,4,4,知的財産戦略推進事務局,,,,,
113,4,4,経済社会総合研究所,総務部,,総務課,,
114,4,4,政策統括官（重要土地担当）,,,,,
115,29,29,医政局,医事課,,医師等医療従事者働き方改革推進室,,企画係
116,4,4,男女共同参画局,男女間暴力対策課,,,,
117,9,9,事務局,参事官（個人情報）,,,,
118,9,9,事務局,総務課,,,,
119,8,8,警察庁,生活安全企画課,生活安全局,,,
120,8,8,警察庁,人事課,長官官房,（教養）,,
121,8,8,警察庁,技術企画課,長官官房,,,
122,8,8,警察庁,通信基盤課,長官官房,,,
123,8,8,警察庁,サイバー企画課,サイバー警察局,,,
124,29,29,職業安定局,障害者雇用対策課,,,,
125,8,8,警察庁,会計課　装備室,長官官房,,,
126,8,8,警察庁,会計課,長官官房,,,
127,24,24,大臣官房,文書課,,広報室,,
128,8,8,警察庁,犯罪鑑識官,刑事局,,,
129,8,8,警察庁,刑事企画課,刑事局,,,
130,8,8,,,,,,
131,8,8,警察庁,組織犯罪対策第一課,刑事局組織犯罪対策部,,,
132,8,8,警察庁,組織犯罪対策第二課,刑事局組織犯罪対策部,,,
133,8,8,警察庁,交通企画課,交通局,,,
134,8,8,警察庁,交通指導課,交通局,,,
135,8,8,警察庁,交通規制課,交通局,,,
136,8,8,警察庁,警備企画課,警備局,,,
137,8,8,警察庁,警備第一課,警備局警備運用部,,,
138,8,8,警察庁,警備第三課,警備局警備運用部,,,
139,8,8,皇宮警察本部,会計課,,,,
140,8,8,警察庁,犯罪被害者等施策推進課,長官官房,,,
141,8,8,警察庁,サイバー捜査課,サイバー警察局,,,
142,8,8,科学警察研究所,会計課,総務部,,,
143,8,8,警察庁,国際捜査管理官,刑事局組織犯罪対策部,,,
144,8,8,警察庁,企画課,長官官房,,,
145,11,11,監督局,総務課,,人材マッチング推進室,,
146,11,11,総合政策局,リスク分析総括課,,,,
147,11,11,監督局,総務課,,信用機構対応室,,
148,11,11,監督局,銀行第二課,,地域金融企画室,,
149,11,11,総合政策局,リスク分析総括課,,フィンテック参事官室,,
150,12,12,,消費者政策課,,,,
151,11,11,総合政策局,総合政策課,,,,
152,16,16,自治行政局,地域自立応援課,,,,
153,16,16,自治行政局,国際室,,,,
154,11,11,企画市場局,総務課,,,,総務係
155,11,11,総合政策局,総務課,,審判手続室,,
156,11,11,企画市場局,企業開示課,,,,
157,11,11,公認会計士・監査審査会事務局,総務試験課,,,,
158,11,11,総合政策局,リスク分析総括課,,ＩＴサイバー・経済安全保障監理官室,,
159,11,11,総合政策局,総合政策課,,研究開発室,,
160,11,11,監督局,総務課,,監督調査室,,
161,11,11,総合政策局,総務課,,国際室,,グローバル金融連携係
162,11,11,総合政策局,総務課,,国際室,,国際協力係
163,11,11,総合政策局,総務課,,国際室,,国際企画第２係
164,11,11,総合政策局,,,ＩＦＩＡＲ戦略企画本部　ＩＦＩＡＲ戦略企画室,,
165,11,11,総合政策局,総務課,,国際室,,
166,11,11,総合政策局,総務課,,国際室,,国際保険第１係
167,11,11,総合政策局,総務課,,国際資金洗浄対策室,,
168,11,11,総合政策局,総務課,,国際室,,総括係
169,12,12,,参事官（調査研究・国際担当）,,,,
170,12,12,,消費者制度課,,,,
171,12,12,,消費者教育推進課,,,,
172,12,12,,参事官（公益通報・協働担当）,,,,
173,12,12,,表示対策課,,,,
174,12,12,,地方協力課,,,,
175,12,12,,消費者安全課,,,,
176,12,12,,消費者安全課,,事故調査室,,
177,12,12,,取引対策課,,,,
178,15,15,,,,,予算会計企画班,
179,12,12,,食品表示課,,,,
180,15,15,,,,,復興特区班,
181,15,15,,,,,被災者支援・医療福祉班,
182,15,15,,,,,原子力災害復興班/福島地域担当,
183,15,15,,,,,原子力災害復興班/加速化交付金担当,
184,15,15,,,,,復興知見班,
185,15,15,,,,,原子力災害復興班/福島予算計画担当,
186,15,15,,,,,福島国際研究教育機構室,
187,38,38,海事局,安全政策課,,,,
188,26,26,国立教育政策研究所,データ基盤課,教育データサイエンスセンター,,,
189,16,16,行政管理局,調査法制課,,,,
190,16,16,行政評価局,総務課,,,,
191,16,16,自治行政局,行政課,,総務室,,
192,16,16,自治行政局,行政課,,,,
193,16,16,自治行政局,市町村課,,行政経営支援室,,
194,16,16,自治行政局,公務員課,公務員部,応援派遣室,,
195,16,16,自治行政局,住民制度課,,デジタル基盤推進室,,
196,16,16,自治行政局,地域政策課,,,,
197,16,16,自治行政局,地域自立応援課,,過疎対策室,,
198,16,16,自治行政局,管理課,選挙部,,,選挙管理第二係
199,16,16,自治行政局,地域自立応援課,,地域振興室,,
200,16,16,自治税務局,企画課,,総務室,,人事係
201,16,16,大臣官房,企画課,,サイバーセキュリティ・情報化推進室,,
202,16,16,情報流通行政局,地域通信振興課,,デジタル経済推進室,,
203,16,16,自治行政局,地域政策課,,地域情報化企画室,,
204,16,16,大臣官房,総務課,,管理室,,
205,16,16,国際戦略局,技術政策課,,,,
206,16,16,国際戦略局,通信規格課,,,,
207,14,14,戦略・組織,人事担当,,各省向け人材育成班,,
208,16,16,自治行政局,住民制度課,,,,
209,16,16,自治行政局,管理課,選挙部,,,
210,16,16,自治行政局,住民制度課,,マイナンバー制度支援室,,
211,16,16,自治財政局,財政課,,総務室,,
212,16,16,情報流通行政局,情報流通振興課,,情報活用支援室,,
213,16,16,サイバーセキュリティ統括官室,,,,,
214,16,16,国際戦略局,宇宙通信政策課,,,,
215,16,16,国際戦略局,技術政策課,,研究推進室,,
216,16,16,情報流通行政局,地域通信振興課,,,,
217,16,16,情報流通行政局,地上放送課,,,,
218,16,16,情報流通行政局,情報通信政策課,,情報通信経済室,,
219,16,16,情報流通行政局,情報流通振興課,,,,
220,16,16,情報流通行政局,情報通信作品振興課,,放送コンテンツ海外流通推進室,,
221,16,16,情報流通行政局,,,参事官,,
222,16,16,情報流通行政局,衛星・地域放送課,,地域放送推進室,,
223,16,16,情報流通行政局,放送政策課,,,,
224,16,16,情報流通行政局,情報通信作品振興課,,,,
225,16,16,総合通信基盤局,事業政策課,電気通信事業部,,,
226,16,16,総合通信基盤局,利用環境課,電気通信事業部,,,
227,16,16,総合通信基盤局,電気通信技術システム課,電気通信事業部,,,
228,16,16,総合通信基盤局,料金サービス課,電気通信事業部,消費者契約適正化推進室,,
229,16,16,総合通信基盤局,電波環境課,電波部,監視管理室,,
230,16,16,総合通信基盤局,電波政策課,電波部,電波利用料企画室,,
231,16,16,総合通信基盤局,電波環境課,電波部,,,
232,16,16,総合通信基盤局,移動通信課,電波部,,,
233,16,16,総合通信基盤局,電波政策課,電波部,,,開発係
234,16,16,総合通信基盤局,電波政策課,電波部,国際周波数政策室,,
235,16,16,総合通信基盤局,基幹・衛星移動通信課,電波部,,,
236,16,16,総合通信基盤局,基盤整備促進課,電気通信事業部,,,
237,16,16,総合通信基盤局,基幹・衛星移動通信課,電波部,基幹通信室,,
238,16,16,総合通信基盤局,電波政策課,電波部,,,
239,16,16,国際戦略局,国際戦略課,,,,
240,16,16,国際戦略局,国際経済課,,多国間経済室,,
241,16,16,国際戦略局,国際展開課,,,,
242,16,16,情報流通行政局,企画課,郵政行政部,,,
243,16,16,情報流通行政局,郵便課,郵政行政部,国際企画室,,
244,16,18,消防庁,予防課,,危険物保安室,,
245,16,18,消防庁,予防課,,特殊災害室,,
246,16,16,政策統括官（恩給担当）室,恩給管理官室,,恩給経理官室,,
247,16,16,統計局,調査企画課,統計調査部,,,
248,16,16,政策統括官（統計制度担当）室,統計企画管理官室,,,,
249,16,16,政策統括官（統計制度担当）室,国際統計管理官室,,国際研修協力官室,,
250,16,16,統計局,統計情報システム管理官,,,,
251,16,18,消防庁,消防・救急課,,,,
252,23,23,経済局,政策課,,資源安全保障室,,
253,16,18,消防庁,防災課,国民保護・防災部,地域防災室,,
254,16,18,消防庁,防災課,国民保護・防災部,国民保護運用室,,
255,16,18,消防庁,防災課,国民保護・防災部,防災情報室,,
256,16,18,消防庁,予防課,,,,
257,16,18,消防庁消防大学校,,消防研究センター,,,
258,16,17,公害等調整委員会事務局,総務課,,,,
259,16,16,政策統括官（統計制度担当）室,国際統計管理官室,,,,
260,16,16,自治大学校,,研究部,,,
261,16,16,統計局,総務課,,,,企画調整係
262,16,16,自治行政局,政治資金課,選挙部,政党助成室,,
263,16,16,国際戦略局,参事官,,,,
264,31,31,大臣官房,新事業・食品産業政策課,新事業・食品産業部,,,
265,16,16,総合通信基盤局,安全・信頼性対策課,電気通信事業部,,,
266,19,19,民事局,総務課,,,,給与係
267,19,19,刑事局,総務課,,,,予算第二係
268,19,19,大臣官房,司法法制課,司法法制部,,,総合法律支援第一係
269,19,19,大臣官房,人事課,,,,司法試験第一係
270,19,19,大臣官房,審査監督課,司法法制部,,,紛争解決業務認証第二係
271,19,19,大臣官房,司法法制課,司法法制部,,,司法制度第二係
272,19,19,大臣官房,国際課,,,,国際政策第二係
273,19,19,法務総合研究所,総務課,総務企画部,,,経理係
274,19,19,大臣官房,秘書課,,企画再犯防止推進室,,
275,19,19,矯正局,総務課,,,,予算係
276,19,19,保護局,総務課,,,,予算係
277,19,22,,総務課,総務部,,,予算第一・第二係
278,19,19,民事局,総務課,,登記情報管理室,,資金係
279,19,19,民事局,総務課,,登記情報管理室,,管理係
280,19,19,民事局,総務課,,,,予算係
281,19,19,大臣官房,審査監督課,司法法制部,,,債権回収企画係
282,19,19,人権擁護局,調査救済課,,,,調査救済第一係
283,19,19,人権擁護局,総務課,,,,委員係
284,19,19,人権擁護局,人権啓発課,,,,人権啓発第一係
285,19,19,人権擁護局,人権啓発課,,,,人権啓発第二係
286,19,19,訟務局,訟務企画課,,,,予算係
287,19,19,出入国在留管理庁,総務課,,,,調達係
288,19,19,大臣官房,国際課,,,,国際政策第一係
289,19,19,大臣官房,国際課,,,,国際政策第四係
290,19,19,大臣官房,施設課,,,,予算第二係
291,19,19,大臣官房,秘書課,,政策立案・情報管理室,,
292,23,23,アジア大洋州局,地域政策参事官室,,,,
293,23,23,アジア大洋州局,北東アジア第二課,,,,
294,23,23,アジア大洋州局,北東アジア第一課,,,,
295,23,23,アジア大洋州局,南東アジア第二課,南部アジア部,,,
296,23,23,アジア大洋州局,中国・モンゴル第一課,,,,
297,23,23,アジア大洋州局,南東アジア第一課,南部アジア部,,,
298,23,23,アジア大洋州局,南西アジア課,南部アジア部,,,
299,23,23,アジア大洋州局,大洋州課,,,,
300,26,26,総合教育政策局,生涯学習推進課,,専修学校教育振興室,,専修学校第２係
301,23,23,北米局,北米第一課,,,,
302,23,23,大臣官房,文化交流・海外広報課,,人物交流室,,
303,23,23,北米局,北米第二課,,,,
304,23,23,中南米局,中米カリブ課,,,,
305,23,23,中南米局,南米課,,,,
306,23,23,欧州局,西欧課,,,,
307,23,23,欧州局,中・東欧課,,,,
308,23,23,欧州局,ロシア課,,日露経済室,,
309,23,23,欧州局,ロシア課,,,,
310,23,23,欧州局,ロシア課,,中央アジア・コーカサス室,,
311,23,23,中東アフリカ局,中東第一課,,,,
312,23,23,中東アフリカ局,中東第二課,,,,
313,23,23,総合外交政策局,総務課,,政策企画室,,
314,23,23,中東アフリカ局,アフリカ第一課,アフリカ部,,,
315,23,23,総合外交政策局,総務課,,,,
316,23,23,総合外交政策局,安全保障政策課,,,,
317,23,23,総合外交政策局,安全保障政策課,,経済安全保障政策室,,
318,23,23,総合外交政策局,安全保障政策課,,宇宙・海洋安全保障政策室,,
319,23,23,総合外交政策局,安全保障協力課,,国際平和協力室,,
320,23,23,総合外交政策局,安全保障政策課,,国際安全・治安対策協力室,,
321,23,23,総合外交政策局,国連企画調整課,,,,
322,23,23,総合外交政策局,人権人道課,,,,
323,23,23,総合外交政策局,人権人道課,,女性参画推進室,,
324,23,23,総合外交政策局,不拡散・科学原子力課,軍縮不拡散・科学部,,,
325,23,23,総合外交政策局,軍備管理軍縮課,軍縮不拡散・科学部,,,
326,23,23,総合外交政策局,不拡散・科学原子力課,軍縮不拡散・科学部,国際原子力協力室,,
327,23,23,総合外交政策局,不拡散・科学原子力課,軍縮不拡散・科学部,国際科学協力室,,
328,23,23,経済局,経済連携課,,,,
329,23,23,経済局,国際貿易課,,,,
330,23,23,経済局,政策課,,,,
331,23,23,経済局,政策課,,官民連携推進室,,
332,23,23,経済局,国際経済課,,欧州連合経済室,,
333,43,43,地球環境局,地球温暖化対策課,,地球温暖化対策事業室,,
334,23,23,経済局,政策課,,漁業室,,
335,23,23,経済局,国際経済課,,経済協力開発機構室,,
336,26,26,総合教育政策局,生涯学習推進課,,専修学校教育振興室,,専修学校第１係
337,23,23,経済局,国際経済課,,,,
338,23,23,経済局,経済連携課,,アジア太平洋経済協力室,,
339,23,23,国際法局,経済紛争処理課,,,,
340,23,23,国際法局,国際法課,,,,
341,23,23,大臣官房,広報文化外交戦略課,,国内広報室,,
342,23,23,大臣官房,広報文化外交戦略課,,,,
343,23,23,大臣官房,広報文化外交戦略課,,戦略的対外発信拠点室,,
344,23,23,大臣官房,広報文化外交戦略課,,IT広報室,,
345,23,23,大臣官房,文化交流・海外広報課,,,,
346,23,23,大臣官房,報道課,,,,
347,23,23,大臣官房,,,国際報道官室,,
348,23,23,領事局,旅券課,,,,
349,23,23,領事局,政策課,,,,
350,23,23,領事局,政策課,,ハーグ条約室,,
351,23,23,領事局,海外邦人安全課,,,,
352,23,23,領事局,外国人課,,,,
353,23,23,国際協力局,開発協力総括官室,,,,
354,23,23,国際協力局,政策課,,,,
355,23,23,大臣官房,,,ＯＤＡ評価室,,
356,23,23,国際協力局,政策課,,ＮＧＯ協力推進室,,
357,23,23,国際協力局,国別開発協力第三課,,,,
358,23,23,国際協力局,政策課,,開発協力企画室,,
359,23,23,国際協力局,国別開発協力第二課,,,,
360,23,23,国際協力局,政策課,,事業管理室,,
361,23,23,国際協力局,緊急・人道支援課,,,,
362,23,23,国際協力局,気候変動課,,,,
363,23,23,国際協力局,地球環境課,,,,
364,23,23,総合外交政策局,軍備管理軍縮課,軍縮不拡散・科学部,生物・化学兵器禁止条約室,,
365,23,23,国際法局,国際法課,,海洋法室,,
366,23,23,欧州局,政策課,,,,
367,23,23,総合外交政策局,軍備管理軍縮課,軍縮不拡散・科学部,通常兵器室,,
368,23,23,中南米局,中米カリブ課,,カリブ室,,
369,23,23,大臣官房,文化交流・海外広報課,,対日理解促進交流室,,
370,23,23,総合外交政策局,国連政策課,,,,
371,23,23,欧州局,政策課,,アジア欧州協力室,,
372,23,23,国際協力局,地球規模課題総括課,,,,
373,23,23,国際協力局,国別開発協力第一課,,,,
374,23,23,大臣官房,文化交流・海外広報課,,国際文化協力室,,
375,23,23,国際協力局,国際保健戦略官室,,,,
376,23,23,総合外交政策局,国連企画調整課,,国際機関人事センター,,
377,38,42,,管理課,警備救難部,,,管理係
378,23,23,大臣官房,会計課,,,管理室,
379,23,23,大臣官房,在外公館課,,,営繕室,
380,23,23,北米局,日米安全保障条約課,,日米地位協定室,,
381,23,23,大臣官房,,,Ｇ７広島サミット事務局,,
382,24,24,主税局,調査課,,,,
383,24,25,国税庁,広報広聴室,長官官房,,,
384,24,25,国税庁,主任税務相談官,長官官房,,,
385,24,25,国税庁,酒税課酒類業振興・輸出促進室,課税部,,,
386,24,25,国税庁,酒税課,課税部,,,
387,26,28,,著作権課,,,,著作権登録係
388,24,25,国税庁,鑑定企画官,課税部,,,
389,24,24,理財局,国有財産企画課,,,,
390,24,24,理財局,国有財産調整課,,,,
391,24,24,理財局,国有財産業務課,,,,
392,24,24,理財局,国庫課,,,,
393,24,24,理財局,国庫課,,通貨企画調整室,,
394,24,24,関税中央分析所,,,第一調査研究室,,
395,24,24,関税局,監視課,,,,
396,24,24,国際局,開発機関課,,,,
397,24,24,国際局,国際機構課,,,,
398,24,24,国際局,地域協力課,,,,
399,24,24,国際局,国際機構課,,資金移転対策室,,
400,24,24,主税局,参事官室,,,,
401,24,24,関税局,関税課,,参事官室（国際協力担当）,,
402,24,24,国際局,開発政策課,,,,
403,24,24,大臣官房,政策金融課,,,,
404,24,24,大臣官房,信用機構課,,,,
405,24,24,主計局,給与共済課,,,,
406,31,31,大臣官房,食品製造課,新事業・食品産業部,,,
407,24,24,大臣官房,会計課,,管理室,,
408,24,24,大臣官房,地方課,,,,
409,24,24,関税局,総務課,,,,
410,24,25,国税庁,会計課,長官官房,,,
411,24,24,主計局,調査課,,,,
412,26,26,総合教育政策局,参事官（調査企画担当）,,,,統計情報分析係
413,26,26,総合教育政策局,参事官（調査企画担当）,,,,外国調査第1係
414,26,26,総合教育政策局,参事官（調査企画担当）,,,,学校基本調査係
415,26,26,総合教育政策局,参事官（調査企画担当）,,,,専門調査係
416,26,26,総合教育政策局,参事官（調査企画担当）,,,,調査調整係
417,26,26,総合教育政策局,参事官（調査企画担当）,,,,
418,26,26,総合教育政策局,参事官（調査企画担当）,,,,庶務係
419,26,26,総合教育政策局,参事官（調査企画担当）,,学力調査室,,学力調査企画係
420,26,26,国立教育政策研究所,研究支援課,総務部,,,研究支援係
421,26,26,総合教育政策局,国際教育課,,,,在外教育施設企画調査係
422,26,26,総合教育政策局,国際教育課,,,,庶務・助成係
423,26,26,総合教育政策局,国際教育課,,,,国際理解教育係
424,26,26,総合教育政策局,地域学習推進課,,,,社会教育人材研修係
425,26,26,総合教育政策局,教育人材政策課,,,,改革推進係
426,26,26,総合教育政策局,教育人材政策課,,教員免許・研修企画室,,法規係
427,26,26,総合教育政策局,教育人材政策課,,,,庶務・助成係
428,26,26,総合教育政策局,生涯学習推進課,,,,放送大学振興係
429,26,26,総合教育政策局,生涯学習推進課,,,,生涯学習推進係
430,26,26,総合教育政策局,生涯学習推進課,,,,認定試験第１係
431,26,26,総合教育政策局,生涯学習推進課,,,,職業教育推進係
432,26,26,総合教育政策局,地域学習推進課,,地域学校協働推進室,,地域学校協働事業係
433,26,26,総合教育政策局,地域学習推進課,,家庭教育支援室,,家庭教育振興係
434,26,26,総合教育政策局,地域学習推進課,,青少年教育室,,事業係
435,26,26,総合教育政策局,地域学習推進課,,,,地域学習推進係
436,26,26,総合教育政策局,地域学習推進課,,,,図書館振興係
437,26,26,大臣官房,参事官（施設防災担当）,文教施設企画・防災部,,,防災機能強化係
438,26,26,総合教育政策局,地域学習推進課,,青少年教育室,,施設係
439,26,26,科学技術・学術政策局,参事官（国際戦略担当）,,,,
440,26,26,総合教育政策局,男女共同参画共生社会学習・安全課,,,,消費者教育推進係
441,26,26,総合教育政策局,男女共同参画共生社会学習・安全課,,障害者学習支援推進室,,障害者学習支援第１係
442,26,26,総合教育政策局,男女共同参画共生社会学習・安全課,,安全教育推進室,,交通安全係
443,26,26,総合教育政策局,男女共同参画共生社会学習・安全課,,安全教育推進室,,推進係
444,26,26,総合教育政策局,国際教育課,,,,外国人児童生徒教育企画係
445,26,26,総合教育政策局,男女共同参画共生社会学習・安全課,,男女共同参画学習室,,男女共同参画推進係
446,26,26,総合教育政策局,男女共同参画共生社会学習・安全課,,,,庶務係
447,26,26,初等中等教育局,教育課程課,,教育課程企画室,,
448,26,26,初等中等教育局,教育課程課,,,,
449,26,26,初等中等教育局,教育課程課,,,,庶務・助成係
450,26,26,初等中等教育局,教育課程課,,,,教育課程第二係
451,26,26,初等中等教育局,参事官（高等学校担当）,,,,
452,26,26,初等中等教育局,教育課程課,,外国語教育推進室,,
453,26,26,初等中等教育局,教科書課,,,,無償給与係
454,26,26,初等中等教育局,参事官（高等学校担当）,,産業教育振興室,,助成係
455,26,26,初等中等教育局,財務課,,,,校務調整係
456,26,26,初等中等教育局,学校情報基盤・教材課,,,,庶務・助成係
457,26,26,初等中等教育局,教育課程課,,情報教育振興室,,
458,26,26,国立教育政策研究所,,教育課程研究センター,研究開発部　研究開発課,,企画係
459,26,26,国立教育政策研究所,情報支援課,研究企画開発部,,,企画係
460,26,26,初等中等教育局,児童生徒課,,生徒指導室,,生徒指導企画係
461,26,26,初等中等教育局,教育課程課,,,,教育課程第一係
462,26,26,初等中等教育局,児童生徒課,,,,キャリア教育推進係
463,26,26,初等中等教育局,児童生徒課,,,,指導係
464,26,26,国立教育政策研究所,企画課,生徒指導・進路指導研究センター,,,企画係
465,26,26,初等中等教育局,健康教育・食育課,,,,保健指導係
466,26,26,初等中等教育局,健康教育・食育課,,,,学校給食係
467,26,26,初等中等教育局,健康教育・食育課,,,,保健管理係
468,26,26,初等中等教育局,初等中等教育企画課,,,,総務係
469,26,26,初等中等教育局,財務課,,教育財政室,,公立共済係
470,26,26,初等中等教育局,財務課,,,,給与総括係
471,26,26,初等中等教育局,財務課,,,,企画調査係
472,26,26,大臣官房,施設企画課,文教施設企画・防災部,,,指導第一係
