agency_id,model_id,embedding,surface,synonyms,keywords
1,1,"[0.09122639,0.01363295,-0.04351666,-0.02077674,0.07146385,-0.03853140,0.03312770,0.09347321,0.11272636,-0.00033863,0.02328517,-0.00970412,0.02248589,0.01982318,-0.02151770,0.02845079,0.08298896,-0.06738669,-0.02350825,-0.02778107,0.02372225,-0.00653797,-0.04101951,0.03911751,0.05820117,0.04978532,-0.04804016,0.02875375,0.03589791,-0.02359630,-0.08180860,-0.03742380,0.05866919,-0.03842481,0.04647370,0.04489530,-0.06096210,-0.01672686,0.04120424,-0.05233629,-0.05371512,0.01888309,0.05253320,0.10084728,0.02850861,0.11753145,-0.03154024,0.03701169,-0.02657040,-0.00228311,-0.04542407,0.03998653,0.02546933,0.04890127,-0.02032061,-0.07070787,-0.03375617,-0.06603792,-0.07916456,0.03863893,0.06221240,-0.01149627,0.03522402,0.07660114,0.07623982,0.02702704,0.08241043,0.04803687,-0.04417073,-0.04577654,-0.03386474,0.04340010,-0.01416861,-0.04033570,0.01823652,0.06194453,0.06826090,0.00466099,0.05632007,-0.03407448,-0.08819379,-0.05278628,-0.06463695,0.01306891,-0.05192166,0.06735048,0.05962944,-0.03940609,0.06352714,-0.01379749,0.09300721,0.06309334,-0.04614569,-0.01852421,-0.03139019,-0.04696082,-0.04198292,0.05585210,0.05120020,-0.04305359,0.06538889,-0.07777417,0.07858007,-0.12047087,-0.05732360,0.08112225,0.03409390,-0.05706433,0.03115994,-0.07917115,-0.06707186,0.00662250,0.01952838,0.05629031,-0.04439638,-0.03924640,0.01785558,-0.07274242,0.05888996,-0.05841985,0.04689999,-0.01745107,-0.02411775,-0.08128747,-0.06301110,-0.01907403,0.03118320,0.03375890,0.02076833,-0.01488482,0.01381748,0.05401346,0.03043832,0.01650613,0.05659571,0.10275516,-0.03943521,-0.03080636,-0.04087757,-0.03268410,-0.05559202,0.01119396,-0.04367609,0.03536098,0.00907195,0.02523532,0.06246344,-0.03093293,0.05956913,-0.04032457,0.03593298,-0.05858637,0.10066657,0.08003637,0.03673897,-0.02517958,-0.00937790,-0.01745857,0.05749591,0.07488699,-0.04596240,-0.10746950,-0.10023534,-0.05795811,-0.03392506,-0.07624507,0.07031897,0.06853334,-0.07693501,-0.08744811,-0.02886002,0.09357219,-0.06956356,0.00367465,-0.02111298,0.04967689,-0.04666266,-0.01119007,0.08792330,0.06574491,0.00110045,-0.03569093,-0.06270868,-0.05097658,-0.06353140,-0.03354726,-0.08400261,-0.00248374,0.00782409,-0.01578668,-0.00665998,0.02732182,-0.10512408,-0.05863221,0.01078894,0.00898872,-0.04570415,0.05995150,0.04685779,0.06773122,-0.02230627,-0.01372002,0.04854105,0.04875829,0.03587199,-0.02567309,-0.05745013,0.02556829,-0.04002566,0.04911606,0.03817016,-0.06433348,-0.05350804,0.07131409,-0.04018071,-0.02376376,-0.01804487,0.03247996,-0.07646299,0.05278977,0.05660862,-0.01616648,-0.01682215,-0.11288250,0.00802937,0.05444146,0.05043622,-0.03477994,-0.05144822,0.03413834,0.00418559,-0.03737107,-0.00990859,-0.07251247,-0.05771996,-0.08740781,0.03707628,-0.01186833,0.03700129,-0.03044819,0.00249135,-0.06655867,0.04155627,-0.06857192,0.05552872,-0.01445992,-0.03691837,0.01024643,-0.01018622,0.04177485,-0.01277548,-0.06327392,-0.05949426,-0.06238220,-0.03921426,0.04370185,0.05211469,0.03948015,-0.06348003,0.02867433,0.04984638,-0.01474519,0.07905392,0.01810150,0.04294853,0.01509741,-0.06992404,-0.02806162,-0.05417943,-0.02575178,-0.03079437,0.03011975,0.01169289,-0.06329875,-0.03217298,-0.03261826,-0.00974089,0.11390965,-0.08794516,-0.02719254,0.00987866,0.00877520,0.02764881,0.04700549,0.07010459,-0.05076422,0.00459723,0.04907405,-0.03615241,-0.01423722,-0.06246735,0.01502720,0.04937082,-0.05679563,0.04918162,0.01364879,-0.04300955,0.05128010,-0.06806135,0.06736638,-0.05455040,-0.02332024,0.05809477,-0.02605441,-0.09220117,0.02066747,0.04293890,0.01469321,0.02456979,0.03601059,0.07810707,0.01716479,-0.06135544,-0.05653910,0.04379090,0.03538665,0.00496636,0.02831410,-0.07720680,-0.01587432,-0.04374414,-0.03257323,-0.01427369,-0.07154898,0.03004463,0.06374101,-0.04014480,-0.00585383,0.06371638,0.01509405,0.04258785,-0.07366023,-0.06534408,0.08678523,-0.06834242,-0.04532915,-0.03394809,0.05059059,-0.05791060,-0.04716666,0.01983522,0.10413930,-0.06165224,0.03246273,-0.01346001,-0.06487328,0.03889699,-0.00235427,0.00948342,0.04249269,-0.00807909,-0.07905152,0.03284878,0.04098444,-0.04069874,0.04413616,-0.06872477,-0.03049020,0.07287270,0.03844774,-0.04959351,-0.07370488,0.05693972,0.08237325,0.05127700,0.03608423,-0.02067006,-0.00459294,0.04803382,-0.07738464,0.03824941,0.09178051,-0.01987596,0.00014005,-0.02129889,-0.02085794,-0.05719028,0.04601925,-0.05888205,-0.07596575,0.05752252,0.03658691,0.02854801,0.04372295]","内閣官房。関連局: 内閣サイバーセキュリティセンター, 内閣人事局, 内閣感染症危機管理統括庁, 副長官補付, 副長官補付（事態）, 室, 広報室。関連部・課: ギャンブル等依存症対策推進本部事務局, 健康・医療戦略室, 全世代型社会保障構築本部事務局, 別室, 国土強靭化推進室, 国際博覧会推進本部事務局, 地理空間情報活用推進室, 孤独・孤立対策担当室, 室２, 拉致問題対策本部事務局, 新しい地方経済・生活環境創生本部事務局, 水循環政策本部事務局, 特定複合観光施設区域整備推進室, 産業遺産の世界遺産登録推進室担当, 船舶活用医療推進本部設立準備室, 領土・主権対策企画調整室。",{},"{""室"",""内閣感染症危機管理統括庁"",""特定複合観光施設区域整備推進室"",""地理空間情報活用推進室"",""孤独・孤立対策担当室"",""内閣サイバーセキュリティセンター"",""室２"",""拉致問題対策本部事務局"",""水循環政策本部事務局"",""副長官補付"",""産業遺産の世界遺産登録推進室担当"",""広報室"",""国土強靭化推進室"",""別室"",""新しい地方経済・生活環境創生本部事務局"",""健康・医療戦略室"",""国際博覧会推進本部事務局"",""領土・主権対策企画調整室"",""内閣人事局"",""ギャンブル等依存症対策推進本部事務局"",""船舶活用医療推進本部設立準備室"",""全世代型社会保障構築本部事務局"",""副長官補付（事態）""}"
14,1,"[0.06112441,-0.01636779,-0.03770652,-0.00942037,0.04694593,-0.03827191,0.01646091,0.07622755,0.09494772,0.01869812,0.05073989,-0.03106915,0.02480376,0.00961791,-0.02115989,0.04547482,0.03218848,-0.04976549,-0.02235423,-0.06054641,0.00035944,-0.00437897,-0.04133885,0.01962172,0.08821610,0.03359481,-0.01362870,0.03236636,0.06148967,-0.05114288,-0.06199731,-0.07765980,0.06374767,-0.07906013,0.04693015,0.05251280,-0.05779287,-0.01765177,0.08133592,-0.07505875,-0.04799829,-0.00571711,0.05137264,0.08752444,0.01324276,0.13083458,-0.01750994,0.08590656,-0.04837226,0.00832359,-0.03106844,0.05213518,0.02392334,0.03857346,-0.03385142,-0.05362084,-0.00863066,-0.05962090,-0.09435046,0.01947561,0.07547452,-0.02174990,0.06446885,0.05273077,0.07371239,0.02402024,0.05508477,0.05583314,-0.08118188,-0.02471974,-0.04627338,0.04073817,0.00343531,-0.04740461,-0.01003048,0.05101354,0.06671325,-0.01253608,0.04593438,-0.00882892,-0.08683681,-0.03206712,-0.05433824,0.06574200,-0.06262073,0.03143335,0.05746545,-0.04767179,0.06148895,-0.01128250,0.08174947,0.05281121,-0.02925719,-0.01685440,-0.04999419,-0.06315964,-0.05642631,0.10231993,0.07295361,-0.04533594,0.03502743,-0.11755381,0.04139966,-0.12055766,-0.08353221,0.06486686,0.04341694,-0.07664267,0.00418512,-0.05561804,-0.06209528,0.01395461,0.07028446,0.03953844,-0.09112366,-0.04208883,0.01189626,-0.09581892,0.07713845,-0.04660884,0.03780972,-0.01401312,-0.04597148,-0.09383265,-0.07205602,-0.03320907,0.04708660,0.03100687,0.00729332,0.01062403,-0.02606108,0.04425593,0.05674439,0.02128396,0.05988795,0.08894601,-0.05497053,-0.00870407,-0.04351141,-0.02460234,-0.03052015,0.01646811,-0.03694010,0.00878837,0.00855463,0.04497921,0.06691872,-0.03328814,0.03599792,-0.06595170,0.05599996,-0.03878121,0.10746543,0.07830476,0.02981128,-0.05380254,-0.01386614,0.00380812,0.07371566,0.06105729,-0.02359833,-0.07211367,-0.08897011,-0.06574049,-0.03836766,-0.08528041,0.06425847,0.06810740,-0.07464743,-0.07109839,-0.02984743,0.04904877,-0.08502416,0.03153446,-0.00885567,0.03810789,-0.00777994,-0.02948477,0.06569938,0.03857554,-0.02581483,-0.02883170,-0.10701983,-0.03201694,-0.06128635,-0.02909288,-0.05688095,0.00348270,0.01381611,-0.04667246,0.01658559,0.00989190,-0.09687054,-0.05862970,-0.02851870,0.02646208,-0.04392627,0.06416012,0.04440330,0.03984012,-0.01145674,-0.01834561,0.03527464,0.04062349,0.03473017,-0.02179448,-0.05567744,0.03800340,-0.03420987,0.06577911,0.04705553,-0.06630957,-0.02973240,0.06141844,-0.03570984,0.01468357,-0.01521068,0.01973731,-0.08852652,0.03467387,0.05202606,-0.01538338,-0.00840925,-0.09818456,0.03996259,0.05691474,0.02047617,-0.05863149,-0.09741283,0.04602282,-0.03407014,-0.01324213,-0.02467516,-0.05157815,-0.05753791,-0.05595297,0.00306003,0.04448915,0.02767271,-0.01518974,-0.02606340,-0.04701882,0.05898904,-0.05898874,0.05813952,-0.01512254,-0.03835887,0.00313695,-0.00819295,0.03186158,-0.01090779,-0.04877384,-0.06600682,-0.03529140,-0.02439420,0.04075251,0.03514367,0.06281701,-0.07392149,0.02382181,0.03365994,-0.01630574,0.11081574,0.03554695,0.04473855,0.00279976,-0.05741354,-0.03872255,-0.05492636,-0.03415922,-0.02693322,0.03723594,0.03362400,-0.07240718,-0.05036688,-0.03700901,0.02352436,0.11001880,-0.05045200,-0.04791627,0.01072362,0.01869597,0.02297205,0.06121149,0.10175828,-0.01979963,0.00807530,0.07284517,-0.03111428,-0.02744995,-0.06508122,-0.00208305,0.00414782,-0.03397763,0.06103127,0.02214457,0.00186356,0.05515474,-0.07323536,0.07071716,-0.01846513,-0.00555584,0.04496890,0.00329479,-0.07576935,0.02570623,0.02543041,-0.00287963,0.03152983,0.02865083,0.05859208,0.03310628,-0.06820206,-0.05507718,0.04891478,0.04402125,-0.00494685,0.04221641,-0.05742013,-0.01420748,-0.03988153,-0.03706087,-0.00146151,-0.07737381,0.03699029,0.07671361,-0.05617602,-0.00679737,0.03416297,0.02038827,0.01628337,-0.07053825,-0.03364025,0.08426423,-0.03979476,-0.04193006,-0.03313937,0.03701108,-0.03098539,-0.08970764,0.03156436,0.09296587,-0.04980219,0.01691508,-0.03781004,-0.06508350,0.02683422,-0.01554542,-0.00959440,0.02327093,-0.01419340,-0.07023593,0.05524005,0.03669767,-0.01311868,0.07157706,-0.07596355,0.00552306,0.06044707,0.06142779,-0.02606482,-0.06119998,0.05920645,0.05488763,0.04407845,0.01961944,-0.00842833,0.01305943,0.05694002,-0.04987385,0.06307436,0.10550017,-0.04556318,-0.01833299,-0.02989992,-0.04915795,-0.07408680,0.01490579,-0.07144464,-0.06879956,0.04581267,0.03260039,0.05293844,0.06332000]","デジタル庁。関連局: デジタル社会共通機能, 国民向けサービス, 戦略・組織, 省庁業務サービス。関連部・課: ガバメントクラウド担当, ガバメントソリューションサービス担当, セキュリティ危機管理担当, デジタル推進委員班, デジタル改革企画２：法制・制度担当, ベース・レジストリ担当, 人事・給与関係業務情報システム担当, 人事担当, 会計担当, 公共事業入札システム・業務ＤＸ担当, 国家公務員身分証共通発行管理システム担当, 広報・コミュニケーション担当, 情報システム担当, 情報連携基盤刷新担当　情報連携基盤刷新班, 情報連携基盤刷新担当　窓口ＤＸ推進チーム, 戦略企画担当, 政府のＡＩ調達・利活用ルール形成担当, 政府共通ネットワーク担当, 政府共通プラットフォーム担当, 政府共通決済基盤担当, 政府ＤＸ担当, 新地方創生班, 旅費等内部管理業務共通システム担当, 準公共・相互連携担当, 登記関係システム・業務ＤＸ担当, 総合運用・監視システム／常時リスク診断・対処システム, 総括担当, 職員ＩＤ基盤担当, 調達支援・改革担当, 電子決裁システム担当, （旧）基準・標準担当, ＡＩ担当, ＧＩＭＡ担当, ｅーＬＡＷＳ／共通情報検索システム担当。関連組織: インシデント対応総括班, インナーコミュニケーション班, カード自治体利用推進班, スマホ搭載班, デジタル認証アプリ班, データ戦略・企業間取引班, トラスト担当　トラスト班, トラスト担当　政府認証基盤（ＧＰＫＩ）班, フロントサービスＡＰＩ基盤班, ベースレジストリ班, マイナポータル班, マイナンバーカード・ＯＳＳ総括, マイナンバーカード広報班, マイナンバー制度・公的個人認証法担当, モビリティ班, 事業者手続システム整理, 健康・医療班, 各省向け人材育成班, 国家資格デジタル化班, 広報総括班, 情報連携基盤担当　ＪーＬＩＳ班, 情報連携基盤担当　ＮＷＳ班, 省庁統一ウェブサイト班, 防災班, 電子契約システム（工事・業務）班, 電子調達システム／調達ポータル班, 預貯金二法担当, ＧビズＩＤ班, Ｊグランツ班, ＯＳＳ班, ＶｉｓｉｔＪａｐａｎＷｅｂ班, ｅーＧｏｖ班。",{},"{""事業者手続システム整理"",""（旧）基準・標準担当"",""ＧビズＩＤ班"",""ガバメントソリューションサービス担当"",""ベース・レジストリ担当"",""広報・コミュニケーション担当"",""ｅーＧｏｖ班"",""セキュリティ危機管理担当"",""省庁業務サービス"",""公共事業入札システム・業務ＤＸ担当"",""人事・給与関係業務情報システム担当"",""旅費等内部管理業務共通システム担当"",""総括担当"",""トラスト担当　トラスト班"",""国民向けサービス"",""準公共・相互連携担当"",""インナーコミュニケーション班"",""省庁統一ウェブサイト班"",""電子契約システム（工事・業務）班"",""政府のＡＩ調達・利活用ルール形成担当"",""情報連携基盤担当　ＮＷＳ班"",""戦略・組織"",""預貯金二法担当"",""政府共通プラットフォーム担当"",""国家資格デジタル化班"",""政府ＤＸ担当"",""調達支援・改革担当"",""フロントサービスＡＰＩ基盤班"",""ガバメントクラウド担当"",""モビリティ班"",""政府共通決済基盤担当"",""登記関係システム・業務ＤＸ担当"",""ＡＩ担当"",""戦略企画担当"",""各省向け人材育成班"",""ＯＳＳ班"",""マイナンバー制度・公的個人認証法担当"",""会計担当"",""デジタル推進委員班"",""ベースレジストリ班"",""新地方創生班"",""電子決裁システム担当"",""スマホ搭載班"",""トラスト担当　政府認証基盤（ＧＰＫＩ）班"",""カード自治体利用推進班"",""電子調達システム／調達ポータル班"",""デジタル認証アプリ班"",""デジタル改革企画２：法制・制度担当"",""広報総括班"",""ｅーＬＡＷＳ／共通情報検索システム担当"",""デジタル社会共通機能"",""情報連携基盤刷新担当　窓口ＤＸ推進チーム"",""政府共通ネットワーク担当"",""マイナンバーカード・ＯＳＳ総括"",""国家公務員身分証共通発行管理システム担当"",""マイナポータル班"",""総合運用・監視システム／常時リスク診断・対処システム"",""インシデント対応総括班"",""情報連携基盤担当　ＪーＬＩＳ班"",""Ｊグランツ班"",""職員ＩＤ基盤担当"",""人事担当"",""ＶｉｓｉｔＪａｐａｎＷｅｂ班"",""情報連携基盤刷新担当　情報連携基盤刷新班"",""ＧＩＭＡ担当"",""マイナンバーカード広報班"",""防災班"",""データ戦略・企業間取引班"",""健康・医療班"",""情報システム担当""}"
8,1,"[0.09250854,0.01019248,-0.04917202,-0.02503640,0.04770404,-0.00840235,0.01130401,0.07210121,0.12525609,0.03273847,0.06436426,-0.02252891,0.04490601,0.03626447,-0.03030307,0.02040410,0.07216957,-0.04134605,-0.05265231,-0.04361936,0.03677841,-0.02008951,-0.05642619,0.05372431,0.07927956,0.02332681,-0.03295932,0.03934884,0.04985788,-0.03016357,-0.07977665,-0.06276576,0.05456894,-0.03181682,0.04645992,0.05778858,-0.07417255,-0.02728928,0.04617175,-0.07684647,-0.04952247,-0.01281736,0.05269254,0.13693069,0.06189934,0.10859630,-0.02421300,0.05207744,-0.00429087,-0.01748915,-0.03865103,0.03007131,0.05197307,0.02957038,-0.01254840,-0.05778133,-0.00591888,-0.06586137,-0.09183619,0.04257407,0.08137832,-0.01832840,0.02753291,0.06735801,0.11945412,0.02027185,0.08278050,0.02009840,-0.05385999,-0.04337808,-0.03229467,0.01203865,0.01665854,-0.04093715,0.02492720,0.04222825,0.05217543,-0.01747073,0.01468181,-0.01301934,-0.11657372,-0.05841720,-0.06384289,0.03046047,-0.04685370,0.04738060,0.04070377,-0.03423313,0.06247976,-0.01670744,0.06501523,0.09845568,-0.05226754,-0.01576799,-0.05853641,-0.06588765,-0.04586675,0.09094552,0.04382375,-0.02155019,0.03070644,-0.05338874,0.05806421,-0.09777217,-0.04091737,0.08596458,0.00563859,-0.05124239,0.02916305,-0.07804164,-0.04913730,0.01120583,0.04127813,0.04447315,-0.06407435,-0.03794266,-0.02222695,-0.08851945,0.07338359,-0.05242037,0.03911212,-0.00992233,-0.03653666,-0.07863167,-0.03240111,-0.01389088,0.03660982,0.03189983,0.03318951,-0.00201041,0.01965282,0.06976893,0.04451308,0.05090196,0.06658818,0.06616769,-0.05077957,0.00593007,-0.02272570,-0.04711707,-0.04633612,0.00000428,-0.05171132,0.03968516,-0.01061829,-0.01709687,0.03875383,-0.02105631,0.03292616,-0.07295365,0.04897612,-0.04497922,0.09424388,0.09795272,0.03054786,-0.02013909,-0.03793399,-0.03349758,0.05463276,0.08150596,-0.04774132,-0.09555274,-0.08482086,-0.07435783,-0.01302785,-0.07344664,0.04788551,0.05698298,-0.08219963,-0.09807499,-0.00332649,0.03457015,-0.07069281,-0.00676093,0.00683232,0.04248798,-0.00746200,-0.02660338,0.07341933,0.02103869,-0.02122604,-0.01869622,-0.07108721,-0.04489677,-0.02034807,-0.02882351,-0.05933155,0.05180791,0.01216326,-0.04282751,-0.01938875,0.04265003,-0.08319622,-0.04622951,-0.00773520,0.01683363,-0.02531885,0.05859268,0.01396236,0.05175455,-0.05736040,-0.02084990,0.04606167,0.04078300,0.02500871,-0.02818280,-0.07044223,0.01538711,-0.04977698,0.05226197,0.10297029,-0.06099577,-0.06769094,0.04831278,-0.01000613,-0.03335707,-0.00428484,0.01953377,-0.07277850,0.03255890,0.05523439,-0.02487461,0.03284126,-0.09182754,-0.00489129,0.05740522,0.00683870,-0.03298173,-0.06275194,0.02731526,-0.03236334,-0.02735358,-0.01183918,-0.06487244,-0.06990331,-0.08806457,-0.01025936,0.03343944,0.01848570,-0.02571678,-0.02497038,-0.05098298,0.03333121,-0.05132095,0.08943278,-0.04118743,-0.04939499,0.04278270,-0.05194209,0.04172546,-0.02833428,-0.03848058,-0.05141382,-0.03515913,-0.03178690,0.04681131,0.03732085,0.04228013,-0.05111556,0.03773469,0.04964537,-0.02961781,0.08780473,0.02596451,0.05454073,0.04216827,-0.05280646,-0.04298988,-0.05767186,-0.00754606,-0.02428802,0.01932925,0.00079836,-0.08503981,-0.00920247,-0.02028983,0.00038809,0.10732718,-0.05410743,-0.03501514,0.00912337,-0.00130321,0.03891633,0.07249732,0.08993857,-0.05632979,0.00262454,0.04441763,-0.03300202,-0.02593213,-0.08216161,0.01320704,0.04280943,-0.09849625,0.02694290,-0.00310937,-0.03057270,0.05301451,-0.04004713,0.05639902,-0.05144416,-0.06386312,0.05930974,-0.00593414,-0.06897705,0.01509109,0.05244029,-0.00032169,0.05467259,0.03760874,0.07219706,0.00863023,-0.04782384,-0.06350170,0.05919601,0.04265304,0.00222787,0.03350398,-0.06859579,-0.01473239,-0.03860128,-0.04103159,-0.04858413,-0.06487587,0.04421576,0.05781224,-0.03829340,-0.00863381,0.04784352,0.01844023,0.03439338,-0.08527931,-0.07911664,0.07757846,-0.03644080,-0.07085934,-0.03387658,0.08851390,-0.03686596,-0.09413071,0.00558929,0.09146414,-0.04626854,0.04112986,-0.01577218,-0.05970849,0.06531527,-0.03914872,0.01950975,0.04056601,-0.01237208,-0.06976458,0.01741758,0.04385443,-0.06946071,0.01932191,-0.07183041,0.00891660,0.10003412,0.04674112,-0.05343092,-0.06998020,0.05402295,0.08266697,0.05096525,0.02489965,-0.03191438,0.01106886,0.03564193,-0.02172021,0.04365655,0.06033135,-0.02377468,0.00493284,-0.00309718,-0.01589258,-0.06661849,0.06005021,-0.04605475,-0.05414958,0.05544971,0.02140955,0.04854784,0.02824327]","警察庁。関連局: 皇宮警察本部, 科学警察研究所, 警察庁。関連部・課: サイバー企画課, サイバー捜査課, サイバー警察局, 交通企画課, 交通局, 交通指導課, 交通規制課, 人事課, 人身安全・少年課, 企画課, 会計課, 会計課　装備室, 刑事企画課, 刑事局, 刑事局組織犯罪対策部, 国際捜査管理官, 技術企画課, 犯罪被害者等施策推進課, 犯罪鑑識官, 生活安全企画課, 生活安全局, 組織犯罪対策第一課, 組織犯罪対策第二課, 総務部, 警備企画課, 警備局, 警備局警備運用部, 警備第一課, 警備第三課, 警備第二課, 通信基盤課, 長官官房。関連組織: （教養）。",{},"{""（教養）"",""刑事局"",""交通企画課"",""生活安全企画課"",""刑事局組織犯罪対策部"",""組織犯罪対策第一課"",""技術企画課"",""総務部"",""通信基盤課"",""皇宮警察本部"",""警備第二課"",""刑事企画課"",""会計課　装備室"",""犯罪被害者等施策推進課"",""警備局"",""交通規制課"",""警備企画課"",""企画課"",""人身安全・少年課"",""長官官房"",""国際捜査管理官"",""警察庁"",""サイバー企画課"",""犯罪鑑識官"",""警備第三課"",""人事課"",""サイバー捜査課"",""生活安全局"",""交通指導課"",""科学警察研究所"",""交通局"",""警備局警備運用部"",""会計課"",""サイバー警察局"",""警備第一課"",""組織犯罪対策第二課""}"
